sampling_plot_id,location_year_id,scheme,grid_number,grid_point,distance,edge,block,plot,subplot,plot_label,x,y,spray_fungicide,fertiliser,cultivar,cultivar_alt,density,spray,fertilizer
SP__LY__526.0__2023__3.0__107.0__9.0,LY__526.0__2023,,,,,,3.0,107.0,9.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__522.0__2023__3.0__104.0__9.0,LY__522.0__2023,,,,,,3.0,104.0,9.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__518.0__2023__3.0__100.0__9.0,LY__518.0__2023,,,,,,3.0,100.0,9.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__514.0__2023__3.0__98.0__9.0,LY__514.0__2023,,,,,,3.0,98.0,9.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__466.0__2023__3.0__91.0__8.0,LY__466.0__2023,,,,,,3.0,91.0,8.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__566.0__2023__2.0__66.0__6.0,LY__566.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__470.0__2023__3.0__89.0__8.0,LY__470.0__2023,,,,,,3.0,89.0,8.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__478.0__2023__3.0__87.0__8.0,LY__478.0__2023,,,,,,3.0,87.0,8.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__462.0__2023__3.0__82.0__7.0,LY__462.0__2023,,,,,,3.0,82.0,7.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__458.0__2023__3.0__81.0__7.0,LY__458.0__2023,,,,,,3.0,81.0,7.0,,,,n,Half,Kvium,,300.0,,
SP__LY__454.0__2023__3.0__80.0__7.0,LY__454.0__2023,,,,,,3.0,80.0,7.0,,,,n,Half,Heerup,,300.0,,
SP__LY__450.0__2023__3.0__75.0__7.0,LY__450.0__2023,,,,,,3.0,75.0,7.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__1158.0__2023__1.0__35.0__3.0,LY__1158.0__2023,,,,,,1.0,35.0,3.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__474.0__2023__3.0__88.0__8.0,LY__474.0__2023,,,,,,3.0,88.0,8.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__1154.0__2023__1.0__28.0__3.0,LY__1154.0__2023,,,,,,1.0,28.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__982.0__2023__3.0__87.0__8.0,LY__982.0__2023,,,,,,3.0,87.0,8.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__1130.0__2023__1.0__24.0__2.0,LY__1130.0__2023,,,,,,1.0,24.0,2.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__986.0__2023__1.0__24.0__2.0,LY__986.0__2023,,,,,,1.0,24.0,2.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__990.0__2023__1.0__22.0__2.0,LY__990.0__2023,,,,,,1.0,22.0,2.0,,,,n,Half,Kvium,,300.0,,
SP__LY__994.0__2023__1.0__18.0__2.0,LY__994.0__2023,,,,,,1.0,18.0,2.0,,,,n,Half,Heerup,,300.0,,
SP__LY__998.0__2023__1.0__17.0__2.0,LY__998.0__2023,,,,,,1.0,17.0,2.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__950.0__2023__1.0__10.0__1.0,LY__950.0__2023,,,,,,1.0,10.0,1.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__946.0__2023__1.0__9.0__1.0,LY__946.0__2023,,,,,,1.0,9.0,1.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__942.0__2023__1.0__5.0__1.0,LY__942.0__2023,,,,,,1.0,5.0,1.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__938.0__2023__1.0__3.0__1.0,LY__938.0__2023,,,,,,1.0,3.0,1.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__886.0__2023__3.0__107.0__9.0,LY__886.0__2023,,,,,,3.0,107.0,9.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__878.0__2023__3.0__100.0__9.0,LY__878.0__2023,,,,,,3.0,100.0,9.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__874.0__2023__3.0__98.0__9.0,LY__874.0__2023,,,,,,3.0,98.0,9.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__826.0__2023__3.0__91.0__8.0,LY__826.0__2023,,,,,,3.0,91.0,8.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__830.0__2023__3.0__89.0__8.0,LY__830.0__2023,,,,,,3.0,89.0,8.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__834.0__2023__3.0__88.0__8.0,LY__834.0__2023,,,,,,3.0,88.0,8.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__838.0__2023__3.0__87.0__8.0,LY__838.0__2023,,,,,,3.0,87.0,8.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__822.0__2023__3.0__82.0__7.0,LY__822.0__2023,,,,,,3.0,82.0,7.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__818.0__2023__3.0__81.0__7.0,LY__818.0__2023,,,,,,3.0,81.0,7.0,,,,n,Half,Kvium,,300.0,,
SP__LY__902.0__2023__2.0__37.0__4.0,LY__902.0__2023,,,,,,2.0,37.0,4.0,,,,n,Half,Heerup,,300.0,,
SP__LY__442.0__2023__1.0__9.0__1.0,LY__442.0__2023,,,,,,1.0,9.0,1.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__898.0__2023__2.0__38.0__4.0,LY__898.0__2023,,,,,,2.0,38.0,4.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__894.0__2023__2.0__41.0__4.0,LY__894.0__2023,,,,,,2.0,41.0,4.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__890.0__2023__2.0__44.0__4.0,LY__890.0__2023,,,,,,2.0,44.0,4.0,,,,n,Half,Kvium,,300.0,,
SP__LY__906.0__2023__2.0__51.0__5.0,LY__906.0__2023,,,,,,2.0,51.0,5.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__1002.0__2023__1.0__25.0__3.0,LY__1002.0__2023,,,,,,1.0,25.0,3.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__910.0__2023__2.0__53.0__5.0,LY__910.0__2023,,,,,,2.0,53.0,5.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__918.0__2023__2.0__59.0__5.0,LY__918.0__2023,,,,,,2.0,59.0,5.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__922.0__2023__2.0__61.0__6.0,LY__922.0__2023,,,,,,2.0,61.0,6.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__930.0__2023__2.0__68.0__6.0,LY__930.0__2023,,,,,,2.0,68.0,6.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__934.0__2023__2.0__72.0__6.0,LY__934.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__810.0__2023__3.0__75.0__7.0,LY__810.0__2023,,,,,,3.0,75.0,7.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__814.0__2023__3.0__80.0__7.0,LY__814.0__2023,,,,,,3.0,80.0,7.0,,,,n,Half,Heerup,,300.0,,
SP__LY__914.0__2023__2.0__55.0__5.0,LY__914.0__2023,,,,,,2.0,55.0,5.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__1006.0__2023__1.0__26.0__3.0,LY__1006.0__2023,,,,,,1.0,26.0,3.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__1010.0__2023__1.0__28.0__3.0,LY__1010.0__2023,,,,,,1.0,28.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__1014.0__2023__1.0__35.0__3.0,LY__1014.0__2023,,,,,,1.0,35.0,3.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__978.0__2023__3.0__88.0__8.0,LY__978.0__2023,,,,,,3.0,88.0,8.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__974.0__2023__3.0__89.0__8.0,LY__974.0__2023,,,,,,3.0,89.0,8.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__970.0__2023__3.0__91.0__8.0,LY__970.0__2023,,,,,,3.0,91.0,8.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__1018.0__2023__3.0__98.0__9.0,LY__1018.0__2023,,,,,,3.0,98.0,9.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__1022.0__2023__3.0__100.0__9.0,LY__1022.0__2023,,,,,,3.0,100.0,9.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__1026.0__2023__3.0__104.0__9.0,LY__1026.0__2023,,,,,,3.0,104.0,9.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__966.0__2023__3.0__82.0__7.0,LY__966.0__2023,,,,,,3.0,82.0,7.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__1030.0__2023__3.0__107.0__9.0,LY__1030.0__2023,,,,,,3.0,107.0,9.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__1086.0__2023__1.0__5.0__1.0,LY__1086.0__2023,,,,,,1.0,5.0,1.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__1090.0__2023__1.0__9.0__1.0,LY__1090.0__2023,,,,,,1.0,9.0,1.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__1094.0__2023__1.0__10.0__1.0,LY__1094.0__2023,,,,,,1.0,10.0,1.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__1142.0__2023__1.0__17.0__2.0,LY__1142.0__2023,,,,,,1.0,17.0,2.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__1138.0__2023__1.0__18.0__2.0,LY__1138.0__2023,,,,,,1.0,18.0,2.0,,,,n,Half,Heerup,,300.0,,
SP__LY__1134.0__2023__1.0__22.0__2.0,LY__1134.0__2023,,,,,,1.0,22.0,2.0,,,,n,Half,Kvium,,300.0,,
SP__LY__1082.0__2023__1.0__3.0__1.0,LY__1082.0__2023,,,,,,1.0,3.0,1.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__1150.0__2023__1.0__26.0__3.0,LY__1150.0__2023,,,,,,1.0,26.0,3.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__962.0__2023__3.0__81.0__7.0,LY__962.0__2023,,,,,,3.0,81.0,7.0,,,,n,Half,Kvium,,300.0,,
SP__LY__1046.0__2023__2.0__37.0__4.0,LY__1046.0__2023,,,,,,2.0,37.0,4.0,,,,n,Half,Heerup,,300.0,,
SP__LY__1042.0__2023__2.0__38.0__4.0,LY__1042.0__2023,,,,,,2.0,38.0,4.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__1038.0__2023__2.0__41.0__4.0,LY__1038.0__2023,,,,,,2.0,41.0,4.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__870.0__2023__1.0__35.0__3.0,LY__870.0__2023,,,,,,1.0,35.0,3.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__1034.0__2023__2.0__44.0__4.0,LY__1034.0__2023,,,,,,2.0,44.0,4.0,,,,n,Half,Kvium,,300.0,,
SP__LY__1054.0__2023__2.0__53.0__5.0,LY__1054.0__2023,,,,,,2.0,53.0,5.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__958.0__2023__3.0__80.0__7.0,LY__958.0__2023,,,,,,3.0,80.0,7.0,,,,n,Half,Heerup,,300.0,,
SP__LY__1058.0__2023__2.0__55.0__5.0,LY__1058.0__2023,,,,,,2.0,55.0,5.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__1066.0__2023__2.0__61.0__6.0,LY__1066.0__2023,,,,,,2.0,61.0,6.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__1070.0__2023__2.0__66.0__6.0,LY__1070.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__1074.0__2023__2.0__68.0__6.0,LY__1074.0__2023,,,,,,2.0,68.0,6.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__1078.0__2023__2.0__72.0__6.0,LY__1078.0__2023,,,,,,2.0,72.0,6.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__954.0__2023__3.0__75.0__7.0,LY__954.0__2023,,,,,,3.0,75.0,7.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__1062.0__2023__2.0__59.0__5.0,LY__1062.0__2023,,,,,,2.0,59.0,5.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__438.0__2023__1.0__5.0__1.0,LY__438.0__2023,,,,,,1.0,5.0,1.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__794.0__2023__1.0__3.0__1.0,LY__794.0__2023,,,,,,1.0,3.0,1.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__605.0__2023__3.0__92.0__8.0,LY__605.0__2023,,,,,,3.0,92.0,8.0,,,,n,Zero,Rembrandt,,450.0,,
SP__LY__680.0__2023__2.0__68.0__8.0,LY__680.0__2023,,,,,,2.0,68.0,8.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__679.0__2023__2.0__67.0__7.0,LY__679.0__2023,,,,,,2.0,67.0,7.0,,,,n,Normal,Rembrandt,,150.0,,
SP__LY__678.0__2023__2.0__66.0__6.0,LY__678.0__2023,,,,,,2.0,66.0,6.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__677.0__2023__2.0__65.0__5.0,LY__677.0__2023,,,,,,2.0,65.0,5.0,,,,n,Normal,Rembrandt,,450.0,,
SP__LY__676.0__2023__2.0__64.0__4.0,LY__676.0__2023,,,,,,2.0,64.0,4.0,,,,n,Normal,Heerup,,450.0,,
SP__LY__675.0__2023__2.0__63.0__3.0,LY__675.0__2023,,,,,,2.0,63.0,3.0,,,,n,Normal,Sheriff,,150.0,,
SP__LY__674.0__2023__2.0__62.0__2.0,LY__674.0__2023,,,,,,2.0,62.0,2.0,,,,n,Normal,Kvium,,150.0,,
SP__LY__673.0__2023__2.0__61.0__1.0,LY__673.0__2023,,,,,,2.0,61.0,1.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__672.0__2023__2.0__60.0__12.0,LY__672.0__2023,,,,,,2.0,60.0,12.0,,,,n,Zero,Rembrandt,,450.0,,
SP__LY__671.0__2023__2.0__59.0__11.0,LY__671.0__2023,,,,,,2.0,59.0,11.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__670.0__2023__2.0__58.0__10.0,LY__670.0__2023,,,,,,2.0,58.0,10.0,,,,n,Zero,Kvium,,150.0,,
SP__LY__669.0__2023__2.0__57.0__9.0,LY__669.0__2023,,,,,,2.0,57.0,9.0,,,,n,Zero,Rembrandt,,150.0,,
SP__LY__668.0__2023__2.0__56.0__8.0,LY__668.0__2023,,,,,,2.0,56.0,8.0,,,,n,Zero,Heerup,,150.0,,
SP__LY__667.0__2023__2.0__55.0__7.0,LY__667.0__2023,,,,,,2.0,55.0,7.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__666.0__2023__2.0__54.0__6.0,LY__666.0__2023,,,,,,2.0,54.0,6.0,,,,n,Zero,Sheriff,,150.0,,
SP__LY__665.0__2023__2.0__53.0__5.0,LY__665.0__2023,,,,,,2.0,53.0,5.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__664.0__2023__2.0__52.0__4.0,LY__664.0__2023,,,,,,2.0,52.0,4.0,,,,n,Zero,Heerup,,450.0,,
SP__LY__663.0__2023__2.0__51.0__3.0,LY__663.0__2023,,,,,,2.0,51.0,3.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__662.0__2023__2.0__50.0__2.0,LY__662.0__2023,,,,,,2.0,50.0,2.0,,,,n,Zero,Kvium,,450.0,,
SP__LY__681.0__2023__2.0__69.0__9.0,LY__681.0__2023,,,,,,2.0,69.0,9.0,,,,n,Normal,Heerup,,150.0,,
SP__LY__682.0__2023__2.0__70.0__10.0,LY__682.0__2023,,,,,,2.0,70.0,10.0,,,,n,Normal,Kvium,,450.0,,
SP__LY__684.0__2023__2.0__72.0__12.0,LY__684.0__2023,,,,,,2.0,72.0,12.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__606.0__2023__3.0__91.0__7.0,LY__606.0__2023,,,,,,3.0,91.0,7.0,,,,n,Zero,Heerup,,300.0,,
SP__LY__607.0__2023__3.0__90.0__6.0,LY__607.0__2023,,,,,,3.0,90.0,6.0,,,,n,Zero,Kvium,,450.0,,
SP__LY__608.0__2023__3.0__89.0__5.0,LY__608.0__2023,,,,,,3.0,89.0,5.0,,,,n,Zero,Sheriff,,300.0,,
SP__LY__609.0__2023__3.0__88.0__4.0,LY__609.0__2023,,,,,,3.0,88.0,4.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__610.0__2023__3.0__87.0__3.0,LY__610.0__2023,,,,,,3.0,87.0,3.0,,,,n,Zero,Kvium,,300.0,,
SP__LY__611.0__2023__3.0__86.0__2.0,LY__611.0__2023,,,,,,3.0,86.0,2.0,,,,n,Zero,Heerup,,450.0,,
SP__LY__612.0__2023__3.0__85.0__1.0,LY__612.0__2023,,,,,,3.0,85.0,1.0,,,,n,Zero,Rembrandt,,150.0,,
SP__LY__600.0__2023__3.0__84.0__12.0,LY__600.0__2023,,,,,,3.0,84.0,12.0,,,,n,Half,Kvium,,450.0,,
SP__LY__599.0__2023__3.0__83.0__11.0,LY__599.0__2023,,,,,,3.0,83.0,11.0,,,,n,Half,Sheriff,,150.0,,
SP__LY__598.0__2023__3.0__82.0__10.0,LY__598.0__2023,,,,,,3.0,82.0,10.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__597.0__2023__3.0__81.0__9.0,LY__597.0__2023,,,,,,3.0,81.0,9.0,,,,n,Half,Kvium,,300.0,,
SP__LY__596.0__2023__3.0__80.0__8.0,LY__596.0__2023,,,,,,3.0,80.0,8.0,,,,n,Half,Heerup,,300.0,,
SP__LY__595.0__2023__3.0__79.0__7.0,LY__595.0__2023,,,,,,3.0,79.0,7.0,,,,n,Half,Sheriff,,450.0,,
SP__LY__594.0__2023__3.0__78.0__6.0,LY__594.0__2023,,,,,,3.0,78.0,6.0,,,,n,Half,Rembrandt,,150.0,,
SP__LY__593.0__2023__3.0__77.0__5.0,LY__593.0__2023,,,,,,3.0,77.0,5.0,,,,n,Half,Rembrandt,,450.0,,
SP__LY__592.0__2023__3.0__76.0__4.0,LY__592.0__2023,,,,,,3.0,76.0,4.0,,,,n,Half,Heerup,,150.0,,
SP__LY__591.0__2023__3.0__75.0__3.0,LY__591.0__2023,,,,,,3.0,75.0,3.0,,,,n,Half,Sheriff,,300.0,,
SP__LY__590.0__2023__3.0__74.0__2.0,LY__590.0__2023,,,,,,3.0,74.0,2.0,,,,n,Half,Heerup,,450.0,,
SP__LY__589.0__2023__3.0__73.0__1.0,LY__589.0__2023,,,,,,3.0,73.0,1.0,,,,n,Half,Kvium,,150.0,,
SP__LY__661.0__2023__2.0__49.0__1.0,LY__661.0__2023,,,,,,2.0,49.0,1.0,,,,n,Zero,Sheriff,,450.0,,
SP__LY__683.0__2023__2.0__71.0__11.0,LY__683.0__2023,,,,,,2.0,71.0,11.0,,,,n,Normal,Sheriff,,450.0,,
SP__LY__660.0__2023__2.0__48.0__12.0,LY__660.0__2023,,,,,,2.0,48.0,12.0,,,,n,Half,Sheriff,,150.0,,
SP__LY__658.0__2023__2.0__46.0__10.0,LY__658.0__2023,,,,,,2.0,46.0,10.0,,,,n,Half,Kvium,,150.0,,
SP__LY__616.0__2023__1.0__21.0__9.0,LY__616.0__2023,,,,,,1.0,21.0,9.0,,,,n,Half,Rembrandt,,150.0,,
SP__LY__617.0__2023__1.0__20.0__8.0,LY__617.0__2023,,,,,,1.0,20.0,8.0,,,,n,Half,Heerup,,150.0,,
SP__LY__618.0__2023__1.0__19.0__7.0,LY__618.0__2023,,,,,,1.0,19.0,7.0,,,,n,Half,Rembrandt,,450.0,,
SP__LY__619.0__2023__1.0__18.0__6.0,LY__619.0__2023,,,,,,1.0,18.0,6.0,,,,n,Half,Heerup,,300.0,,
SP__LY__620.0__2023__1.0__17.0__5.0,LY__620.0__2023,,,,,,1.0,17.0,5.0,,,,n,Half,Rembrandt,,300.0,,
SP__LY__621.0__2023__1.0__16.0__4.0,LY__621.0__2023,,,,,,1.0,16.0,4.0,,,,n,Half,Sheriff,,450.0,,
SP__LY__622.0__2023__1.0__15.0__3.0,LY__622.0__2023,,,,,,1.0,15.0,3.0,,,,n,Half,Kvium,,150.0,,
SP__LY__623.0__2023__1.0__14.0__2.0,LY__623.0__2023,,,,,,1.0,14.0,2.0,,,,n,Half,Sheriff,,150.0,,
SP__LY__624.0__2023__1.0__13.0__1.0,LY__624.0__2023,,,,,,1.0,13.0,1.0,,,,n,Half,Kvium,,450.0,,
SP__LY__615.0__2023__1.0__22.0__10.0,LY__615.0__2023,,,,,,1.0,22.0,10.0,,,,n,Half,Kvium,,300.0,,
SP__LY__588.0__2023__1.0__12.0__12.0,LY__588.0__2023,,,,,,1.0,12.0,12.0,,,,n,Normal,Sheriff,,450.0,,
SP__LY__586.0__2023__1.0__10.0__10.0,LY__586.0__2023,,,,,,1.0,10.0,10.0,,,,n,Normal,Rembrandt,,300.0,,
SP__LY__585.0__2023__1.0__9.0__9.0,LY__585.0__2023,,,,,,1.0,9.0,9.0,,,,n,Normal,Kvium,,300.0,,
SP__LY__584.0__2023__1.0__8.0__8.0,LY__584.0__2023,,,,,,1.0,8.0,8.0,,,,n,Normal,Rembrandt,,150.0,,
SP__LY__583.0__2023__1.0__7.0__7.0,LY__583.0__2023,,,,,,1.0,7.0,7.0,,,,n,Normal,Kvium,,450.0,,
SP__LY__582.0__2023__1.0__6.0__6.0,LY__582.0__2023,,,,,,1.0,6.0,6.0,,,,n,Normal,Kvium,,150.0,,
SP__LY__581.0__2023__1.0__5.0__5.0,LY__581.0__2023,,,,,,1.0,5.0,5.0,,,,n,Normal,Sheriff,,300.0,,
SP__LY__580.0__2023__1.0__4.0__4.0,LY__580.0__2023,,,,,,1.0,4.0,4.0,,,,n,Normal,Sheriff,,150.0,,
SP__LY__579.0__2023__1.0__3.0__3.0,LY__579.0__2023,,,,,,1.0,3.0,3.0,,,,n,Normal,Heerup,,300.0,,
SP__LY__578.0__2023__1.0__2.0__2.0,LY__578.0__2023,,,,,,1.0,2.0,2.0,,,,n,Normal,Heerup,,450.0,,
SP__LY__587.0__2023__1.0__11.0__11.0,LY__587.0__2023,,,,,,1.0,11.0,11.0,,,,n,Normal,Rembrandt,,450.0,,
SP__LY__659.0__2023__2.0__47.0__11.0,LY__659.0__2023,,,,,,2.0,47.0,11.0,,,,n,Half,Rembrandt,,150.0,,
SP__LY__614.0__2023__1.0__23.0__11.0,LY__614.0__2023,,,,,,1.0,23.0,11.0,,,,n,Half,Heerup,,450.0,,
SP__LY__625.0__2023__1.0__25.0__1.0,LY__625.0__2023,,,,,,1.0,25.0,1.0,,,,n,Zero,Rembrandt,,300.0,,
SP__LY__657.0__2023__2.0__45.0__9.0,LY__657.0__2023,,,,,,2.0,45.0,9.0,,,,n,Half,Rembrandt,,450.0,,
SP__LY__656.0__2023__2.0__44.0__8.0,LY__656.0__2023,,,,,,2.0,44.0,8.0,,,,n,Half,Kvium,,300.0,,
SP__LY__655.0__2023__2.0__43.0__7.0,LY__655.0__2023,,,,,,2.0,43.0,7.0,,,,n,Half,Heerup,,450.0,,
